Place,District,Month,Season,Weekend,Weather,Visitor_Count_Level,Visitor_Type,Foreign_Tourists,Kids_Visitors,Senior_Citizens,Business_Activity
Panchgani,Satara,April,Summer,Yes,Humid,Medium,Families,No,High,Low,High
Kaas Plateau,Satara,January,Winter,No,Cool,Medium,Families,No,Low,Low,High
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Clear,Medium,Foreign Tourists,Yes,Low,Low,Low
Lonavala,Pune,June,Monsoon,No,Humid,High,Students,No,Low,Low,Medium
Shani Shingnapur,Ahmednagar,August,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Medium
Bhimashankar Temple,Pune,February,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,High,High
Lonavala,Pune,March,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,August,Monsoon,No,Humid,Low,Families,No,Low,Low,Low
Sindhudurg Fort,Sindhudurg,July,Monsoon,No,Humid,Low,Families,No,Low,Low,Low
Gateway of India,Mumbai,January,Winter,Yes,Pleasant,High,Families,Yes,Medium,Low,Medium
Panchgani,Satara,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Low
Shirdi,Ahmednagar,May,Summer,Yes,Warm,Medium,Couples,No,High,High,Low
Trimbakeshwar Temple,Nashik,April,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,High,Low
Daulatabad Fort,Aurangabad,June,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,High
Kaas Plateau,Satara,April,Summer,No,Hot,Low,Students,No,Medium,Low,High
Khandala,Pune,March,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,Medium
Bhimashankar Temple,Pune,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,High,High
Khandala,Pune,July,Monsoon,Yes,Rainy,High,Families,No,Medium,Low,High
Shirdi,Ahmednagar,March,Summer,Yes,Humid,Medium,Solo Travelers,No,High,High,High
Ellora Caves,Aurangabad,January,Winter,Yes,Pleasant,High,Students,Yes,Medium,Low,Low
Elephanta Caves,Mumbai,October,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,Low,Medium
Shani Shingnapur,Ahmednagar,November,Post-Monsoon,Yes,Clear,High,Families,No,Medium,High,Medium
Trimbakeshwar Temple,Nashik,January,Winter,No,Pleasant,Medium,Couples,No,Low,High,High
Pratapgad Fort,Satara,October,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Daulatabad Fort,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,High
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Warm,Medium,Couples,No,High,High,Low
Panchgani,Satara,August,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Medium
Shirdi,Ahmednagar,November,Post-Monsoon,Yes,Clear,High,Families,No,Medium,High,Medium
Ajanta Caves,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,Yes,Low,Low,High
Mahabaleshwar,Satara,February,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,June,Monsoon,No,Rainy,Low,Families,No,Low,High,Medium
Bhimashankar Temple,Pune,October,Post-Monsoon,No,Clear,Medium,Students,No,Low,High,Low
Shani Shingnapur,Ahmednagar,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Low
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,Low
Shani Shingnapur,Ahmednagar,August,Monsoon,No,Humid,Low,Solo Travelers,No,Low,High,Low
Kaas Plateau,Satara,October,Post-Monsoon,No,Clear,Medium,Solo Travelers,No,Low,Low,High
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,Medium
Raigad Fort,Raigad,May,Summer,Yes,Humid,Medium,Couples,No,High,Low,Low
Ajanta Caves,Aurangabad,April,Summer,Yes,Warm,Medium,Solo Travelers,Yes,High,Low,Low
Shani Shingnapur,Ahmednagar,April,Summer,Yes,Warm,Medium,Families,No,High,High,High
Aga Khan Palace,Pune,March,Summer,No,Warm,Low,Families,Yes,Medium,Low,Medium
Sindhudurg Fort,Sindhudurg,August,Monsoon,No,Humid,Low,Students,No,Low,Low,Medium
Mahabaleshwar,Satara,May,Summer,Yes,Warm,Medium,Families,No,High,Low,High
Khandala,Pune,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,Medium
Panchgani,Satara,October,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,Low
Aga Khan Palace,Pune,May,Summer,Yes,Warm,Medium,Couples,Yes,High,Low,High
Aga Khan Palace,Pune,May,Summer,Yes,Humid,Medium,Solo Travelers,Yes,High,Low,High
Bhimashankar Temple,Pune,July,Monsoon,No,Rainy,Low,Students,No,Low,High,Low
Ellora Caves,Aurangabad,June,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,High,High
Raigad Fort,Raigad,March,Summer,No,Hot,Low,Students,No,Medium,Low,High
Ajanta Caves,Aurangabad,May,Summer,No,Hot,Low,Couples,Yes,Medium,Low,High
Raigad Fort,Raigad,September,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,High
Ellora Caves,Aurangabad,April,Summer,Yes,Warm,Medium,Families,Yes,High,Low,Low
Matheran,Raigad,July,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Kaas Plateau,Satara,August,Monsoon,No,Humid,Low,Couples,No,Low,Low,Low
Kaas Plateau,Satara,February,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,August,Monsoon,No,Rainy,Low,Families,No,Low,Low,Medium
Raigad Fort,Raigad,October,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,High
Kaas Plateau,Satara,April,Summer,Yes,Hot,Medium,Solo Travelers,No,High,Low,Low
Gateway of India,Mumbai,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Medium
Khandala,Pune,May,Summer,No,Humid,Low,Foreign Tourists,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,February,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,High
Gateway of India,Mumbai,January,Winter,Yes,Pleasant,High,Solo Travelers,Yes,Medium,Low,Low
Trimbakeshwar Temple,Nashik,February,Winter,No,Pleasant,Medium,Families,No,Low,High,High
Trimbakeshwar Temple,Nashik,March,Summer,No,Hot,Low,Solo Travelers,No,Medium,High,Low
Shirdi,Ahmednagar,April,Summer,Yes,Humid,Medium,Families,No,High,High,Low
Daulatabad Fort,Aurangabad,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Pratapgad Fort,Satara,February,Winter,Yes,Cool,High,Couples,No,Medium,Low,High
Elephanta Caves,Mumbai,September,Monsoon,No,Rainy,Low,Students,No,Low,Low,Low
Mahabaleshwar,Satara,April,Summer,No,Humid,Low,Solo Travelers,No,Medium,Low,Low
Lonavala,Pune,November,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Medium
Pratapgad Fort,Satara,March,Summer,Yes,Hot,Medium,Families,No,High,Low,Medium
Ajanta Caves,Aurangabad,August,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,High
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,Low,High
Elephanta Caves,Mumbai,March,Summer,Yes,Hot,Medium,Couples,Yes,High,Low,Medium
Matheran,Raigad,September,Monsoon,No,Rainy,Low,Students,No,Low,Low,High
Raigad Fort,Raigad,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Aga Khan Palace,Pune,April,Summer,No,Hot,Low,Families,Yes,Medium,Low,Low
Gateway of India,Mumbai,March,Summer,Yes,Warm,Medium,Solo Travelers,Yes,High,Low,Low
Bhimashankar Temple,Pune,October,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,High,High
Shirdi,Ahmednagar,May,Summer,No,Humid,Low,Solo Travelers,No,Medium,High,Low
Bhimashankar Temple,Pune,May,Summer,Yes,Warm,Medium,Solo Travelers,No,High,High,High
Raigad Fort,Raigad,July,Monsoon,No,Humid,Low,Students,No,Low,Low,Medium
Bhimashankar Temple,Pune,July,Monsoon,Yes,Rainy,Medium,Families,No,Medium,High,Medium
Bhimashankar Temple,Pune,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,High,Medium
Daulatabad Fort,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,High
Daulatabad Fort,Aurangabad,February,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,Medium
Shirdi,Ahmednagar,June,Monsoon,No,Rainy,Low,Students,No,Low,High,High
Matheran,Raigad,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,High
Daulatabad Fort,Aurangabad,July,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Pratapgad Fort,Satara,July,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,July,Monsoon,No,Humid,Low,Students,No,Low,High,High
Bhimashankar Temple,Pune,February,Winter,No,Cool,Medium,Couples,No,Low,High,Medium
Shirdi,Ahmednagar,July,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Medium
Khandala,Pune,January,Winter,Yes,Pleasant,High,Families,No,Medium,Low,Low
Daulatabad Fort,Aurangabad,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,Low
Bhimashankar Temple,Pune,July,Monsoon,Yes,Rainy,Medium,Students,No,Medium,High,Medium
Shani Shingnapur,Ahmednagar,July,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,Medium
Bhimashankar Temple,Pune,September,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,High,Medium
Sindhudurg Fort,Sindhudurg,June,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,High
Khandala,Pune,June,Monsoon,Yes,Rainy,High,Couples,No,Medium,Low,High
Gateway of India,Mumbai,March,Summer,Yes,Warm,Medium,Couples,Yes,High,Low,Medium
Kaas Plateau,Satara,October,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,September,Monsoon,No,Humid,Low,Families,No,Low,High,Medium
Mahabaleshwar,Satara,September,Monsoon,Yes,Rainy,High,Solo Travelers,No,Medium,Low,Medium
Mahabaleshwar,Satara,June,Monsoon,No,Humid,High,Solo Travelers,No,Low,Low,Medium
Mahabaleshwar,Satara,June,Monsoon,No,Humid,High,Couples,No,Low,Low,High
Raigad Fort,Raigad,November,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,Low,Low
Bhimashankar Temple,Pune,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,High,Medium
Pratapgad Fort,Satara,May,Summer,Yes,Warm,Medium,Students,No,High,Low,Low
Shirdi,Ahmednagar,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,High,Low
Bhimashankar Temple,Pune,February,Winter,No,Cool,Medium,Foreign Tourists,No,Low,High,Low
Bhimashankar Temple,Pune,May,Summer,No,Warm,Low,Students,No,Medium,High,Medium
Mahabaleshwar,Satara,August,Monsoon,Yes,Humid,High,Students,No,Medium,Low,High
Lonavala,Pune,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,Medium
Kaas Plateau,Satara,December,Winter,Yes,Cool,High,Couples,No,Medium,Low,Medium
Kaas Plateau,Satara,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Medium
Mahabaleshwar,Satara,June,Monsoon,No,Rainy,High,Couples,No,Low,Low,Low
Khandala,Pune,April,Summer,Yes,Humid,Medium,Families,No,High,Low,Low
Pratapgad Fort,Satara,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Low
Ajanta Caves,Aurangabad,September,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Bhimashankar Temple,Pune,February,Winter,Yes,Pleasant,High,Couples,No,Medium,High,High
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Cool,High,Students,No,Medium,Low,High
Gateway of India,Mumbai,January,Winter,No,Cool,Medium,Couples,Yes,Low,Low,Medium
Shirdi,Ahmednagar,January,Winter,Yes,Cool,High,Families,No,Medium,High,High
Ajanta Caves,Aurangabad,February,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,Medium
Raigad Fort,Raigad,February,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Kaas Plateau,Satara,June,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,Medium
Bhimashankar Temple,Pune,March,Summer,Yes,Hot,Medium,Couples,No,High,High,High
Panchgani,Satara,November,Post-Monsoon,Yes,Clear,High,Families,No,Medium,Low,High
Sindhudurg Fort,Sindhudurg,November,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Low,Medium
Ellora Caves,Aurangabad,December,Winter,No,Pleasant,Medium,Students,Yes,Low,Low,High
Bhimashankar Temple,Pune,December,Winter,No,Cool,Medium,Families,No,Low,High,High
Elephanta Caves,Mumbai,May,Summer,No,Warm,Low,Students,Yes,Medium,Low,High
Lonavala,Pune,November,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Low
Aga Khan Palace,Pune,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Low
Gateway of India,Mumbai,February,Winter,Yes,Cool,High,Families,Yes,Medium,Low,Low
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Hot,Medium,Foreign Tourists,No,High,High,High
Bhimashankar Temple,Pune,May,Summer,Yes,Hot,Medium,Couples,No,High,High,Medium
Kaas Plateau,Satara,December,Winter,No,Cool,Medium,Foreign Tourists,No,Low,Low,High
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,Yes,Low,Low,Low
Ajanta Caves,Aurangabad,January,Winter,No,Cool,Medium,Foreign Tourists,Yes,Low,Low,Medium
Mahabaleshwar,Satara,March,Summer,Yes,Humid,Medium,Students,No,High,Low,High
Sindhudurg Fort,Sindhudurg,September,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Bhimashankar Temple,Pune,November,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,High,High
Raigad Fort,Raigad,August,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,Medium
Panchgani,Satara,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,High
Khandala,Pune,September,Monsoon,No,Humid,High,Couples,No,Low,Low,Medium
Aga Khan Palace,Pune,May,Summer,No,Warm,Low,Students,Yes,Medium,Low,High
Pratapgad Fort,Satara,March,Summer,Yes,Humid,Medium,Families,No,High,Low,Low
Raigad Fort,Raigad,January,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Low
Bhimashankar Temple,Pune,July,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,High,Low
Sindhudurg Fort,Sindhudurg,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Low
Ajanta Caves,Aurangabad,February,Winter,Yes,Cool,High,Students,Yes,Medium,Low,High
Mahabaleshwar,Satara,December,Winter,No,Pleasant,Medium,Families,No,Low,Low,Medium
Pratapgad Fort,Satara,June,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,High
Lonavala,Pune,July,Monsoon,Yes,Humid,High,Students,No,Medium,Low,High
Matheran,Raigad,September,Monsoon,No,Humid,Low,Couples,No,Low,Low,Low
Sindhudurg Fort,Sindhudurg,May,Summer,No,Hot,Low,Foreign Tourists,No,Medium,Low,Medium
Shirdi,Ahmednagar,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,High,Medium
Lonavala,Pune,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Medium
Raigad Fort,Raigad,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Medium
Khandala,Pune,August,Monsoon,No,Humid,High,Couples,No,Low,Low,Medium
Ajanta Caves,Aurangabad,December,Winter,No,Cool,Medium,Solo Travelers,Yes,Low,Low,Medium
Aga Khan Palace,Pune,September,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Low
Elephanta Caves,Mumbai,March,Summer,Yes,Hot,Medium,Families,Yes,High,Low,Low
Trimbakeshwar Temple,Nashik,March,Summer,No,Warm,Low,Foreign Tourists,No,Medium,High,Medium
Lonavala,Pune,June,Monsoon,No,Rainy,High,Families,No,Low,Low,High
Pratapgad Fort,Satara,March,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,Low
Gateway of India,Mumbai,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,March,Summer,No,Humid,Low,Couples,No,Medium,High,High
Raigad Fort,Raigad,March,Summer,No,Warm,Low,Students,No,Medium,Low,High
Pratapgad Fort,Satara,July,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,High
Pratapgad Fort,Satara,June,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,April,Summer,Yes,Hot,Medium,Couples,No,High,Low,Low
Gateway of India,Mumbai,March,Summer,No,Humid,Low,Students,Yes,Medium,Low,Medium
Ellora Caves,Aurangabad,February,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,High
Daulatabad Fort,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,Low
Panchgani,Satara,April,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,High
Shirdi,Ahmednagar,March,Summer,No,Hot,Low,Couples,No,Medium,High,Medium
Sindhudurg Fort,Sindhudurg,June,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,High
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,High
Kaas Plateau,Satara,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,High
Mahabaleshwar,Satara,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Low
Aga Khan Palace,Pune,April,Summer,No,Hot,Low,Couples,Yes,Medium,Low,Low
Kaas Plateau,Satara,March,Summer,Yes,Hot,Medium,Families,No,High,Low,Low
Panchgani,Satara,December,Winter,Yes,Cool,High,Families,No,Medium,Low,Medium
Khandala,Pune,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Low
Lonavala,Pune,February,Winter,Yes,Cool,High,Couples,No,Medium,Low,High
Khandala,Pune,June,Monsoon,No,Humid,High,Families,No,Low,Low,High
Panchgani,Satara,December,Winter,Yes,Cool,High,Families,No,Medium,Low,High
Mahabaleshwar,Satara,March,Summer,Yes,Hot,Medium,Foreign Tourists,No,High,Low,Medium
Panchgani,Satara,November,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Medium
Pratapgad Fort,Satara,May,Summer,No,Humid,Low,Students,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,February,Winter,Yes,Cool,High,Families,No,Medium,Low,Medium
Lonavala,Pune,February,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Khandala,Pune,October,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,Low,Low
Shirdi,Ahmednagar,April,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,High,Low
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,Yes,Medium,Low,High
Aga Khan Palace,Pune,October,Post-Monsoon,Yes,Pleasant,High,Families,Yes,Medium,Low,Low
Pratapgad Fort,Satara,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Medium
Ellora Caves,Aurangabad,September,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Aga Khan Palace,Pune,May,Summer,No,Hot,Low,Couples,Yes,Medium,Low,Low
Panchgani,Satara,January,Winter,No,Cool,Medium,Couples,No,Low,Low,Low
Tarkarli Beach,Sindhudurg,May,Summer,No,Hot,Low,Foreign Tourists,No,Medium,Low,Low
Lonavala,Pune,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,April,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,High,Low
Daulatabad Fort,Aurangabad,December,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,High
Ajanta Caves,Aurangabad,November,Post-Monsoon,No,Clear,Medium,Foreign Tourists,Yes,Low,Low,High
Mahabaleshwar,Satara,January,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,High
Mahabaleshwar,Satara,June,Monsoon,No,Rainy,High,Solo Travelers,No,Low,Low,High
Panchgani,Satara,December,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Sindhudurg Fort,Sindhudurg,April,Summer,No,Hot,Low,Couples,No,Medium,Low,High
Ajanta Caves,Aurangabad,November,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,Low
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,High,Low
Aga Khan Palace,Pune,December,Winter,Yes,Pleasant,High,Solo Travelers,Yes,Medium,Low,Low
Ellora Caves,Aurangabad,January,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,Medium
Ellora Caves,Aurangabad,June,Monsoon,No,Rainy,Low,Students,No,Low,Low,Low
Elephanta Caves,Mumbai,October,Post-Monsoon,Yes,Clear,High,Families,Yes,Medium,Low,High
Sindhudurg Fort,Sindhudurg,December,Winter,Yes,Cool,High,Families,No,Medium,Low,Medium
Raigad Fort,Raigad,November,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,Low,Low
Raigad Fort,Raigad,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,January,Winter,No,Cool,Medium,Families,No,Low,Low,High
Raigad Fort,Raigad,June,Monsoon,No,Rainy,Low,Families,No,Low,Low,High
Ajanta Caves,Aurangabad,May,Summer,Yes,Hot,Medium,Foreign Tourists,Yes,High,Low,High
Daulatabad Fort,Aurangabad,May,Summer,No,Humid,Low,Solo Travelers,No,Medium,Low,High
Ajanta Caves,Aurangabad,August,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,Low
Trimbakeshwar Temple,Nashik,March,Summer,Yes,Warm,Medium,Couples,No,High,High,Low
Khandala,Pune,February,Winter,No,Pleasant,Medium,Families,No,Low,Low,High
Pratapgad Fort,Satara,May,Summer,Yes,Humid,Medium,Solo Travelers,No,High,Low,High
Aga Khan Palace,Pune,March,Summer,Yes,Warm,Medium,Families,Yes,High,Low,High
Daulatabad Fort,Aurangabad,April,Summer,No,Humid,Low,Families,No,Medium,Low,Medium
Raigad Fort,Raigad,July,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Khandala,Pune,January,Winter,No,Pleasant,Medium,Families,No,Low,Low,High
Shani Shingnapur,Ahmednagar,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,High,High
Shirdi,Ahmednagar,December,Winter,No,Pleasant,Medium,Families,No,Low,High,High
Matheran,Raigad,July,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Medium
Khandala,Pune,December,Winter,No,Cool,Medium,Students,No,Low,Low,Medium
Khandala,Pune,June,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,Medium
Raigad Fort,Raigad,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Pratapgad Fort,Satara,February,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Mahabaleshwar,Satara,March,Summer,Yes,Hot,Medium,Students,No,High,Low,Low
Kaas Plateau,Satara,May,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,Low,Medium
Mahabaleshwar,Satara,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,Low
Lonavala,Pune,April,Summer,No,Hot,Low,Foreign Tourists,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,March,Summer,No,Warm,Low,Families,No,Medium,Low,Medium
Matheran,Raigad,September,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Medium
Mahabaleshwar,Satara,March,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Families,Yes,Medium,Low,Medium
Mahabaleshwar,Satara,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,Medium
Kaas Plateau,Satara,August,Monsoon,No,Humid,Low,Couples,No,Low,Low,High
Aga Khan Palace,Pune,January,Winter,No,Cool,Medium,Families,Yes,Low,Low,Medium
Pratapgad Fort,Satara,September,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Medium
Matheran,Raigad,July,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,High
Kaas Plateau,Satara,August,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Medium
Raigad Fort,Raigad,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,Medium
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Medium,Low,Low
Mahabaleshwar,Satara,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,High
Khandala,Pune,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Medium,Low,High
Khandala,Pune,May,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,Low,High
